PaymentID,StudentID,Amount,PaymentDate,Semester,Year,Method
"PAY-676","STU-2023282","120218.33","2023-01-05","Spring","2023","Online Gateway"
"PAY-677","STU-2023282","111657.01","2024-08-14","Fall","2024","Bank Transfer"
"PAY-678","STU-2023282","91264.19","2024-01-27","Spring","2024","Bank Transfer"
"PAY-679","STU-2023283","116467.79","2023-08-20","Fall","2023","Demand Draft"
"PAY-680","STU-2023283","75926.73","2023-01-05","Spring","2023","Demand Draft"
"PAY-681","STU-2023283","87397.78","2024-08-08","Fall","2024","Online Gateway"
"PAY-682","STU-2023283","105343.24","2024-01-18","Spring","2024","Demand Draft"
"PAY-683","STU-2023284","89618.45","2023-08-31","Fall","2023","Demand Draft"
"PAY-684","STU-2023284","79709.44","2023-01-02","Spring","2023","Online Gateway"
"PAY-685","STU-2023284","117034.9","2024-08-24","Fall","2024","Demand Draft"
"PAY-686","STU-2023285","116703.17","2023-08-03","Fall","2023","Demand Draft"
"PAY-687","STU-2023286","111385.39","2023-08-19","Fall","2023","Online Gateway"
"PAY-688","STU-2023286","93129.07","2023-01-31","Spring","2023","Online Gateway"
"PAY-689","STU-2023286","80120.52","2024-08-25","Fall","2024","Demand Draft"
"PAY-690","STU-2023287","87644.42","2023-08-07","Fall","2023","Online Gateway"
"PAY-691","STU-2023287","117094.04","2023-01-03","Spring","2023","Online Gateway"
"PAY-692","STU-2023288","116453.17","2023-08-25","Fall","2023","Demand Draft"
"PAY-693","STU-2023289","83161.88","2023-08-12","Fall","2023","Demand Draft"
"PAY-694","STU-2023289","122290.71","2023-01-29","Spring","2023","Bank Transfer"
"PAY-695","STU-2023290","75094.12","2023-08-04","Fall","2023","Demand Draft"
"PAY-696","STU-2023290","78413.95","2023-01-07","Spring","2023","Online Gateway"
"PAY-697","STU-2023290","109241.33","2024-08-03","Fall","2024","Demand Draft"
"PAY-698","STU-2023291","115049.99","2023-08-03","Fall","2023","Online Gateway"
"PAY-699","STU-2023292","80930.6","2023-08-23","Fall","2023","Online Gateway"
"PAY-700","STU-2023292","86507.54","2023-01-29","Spring","2023","Bank Transfer"
"PAY-701","STU-2023292","81035.47","2024-08-17","Fall","2024","Demand Draft"
"PAY-702","STU-2023293","97740.16","2023-08-25","Fall","2023","Bank Transfer"
"PAY-703","STU-2023293","102214.86","2023-01-29","Spring","2023","Demand Draft"
"PAY-704","STU-2023294","87139.61","2023-08-31","Fall","2023","Online Gateway"
"PAY-705","STU-2023295","93400.59","2023-08-21","Fall","2023","Bank Transfer"
"PAY-706","STU-2023295","95430.83","2023-01-14","Spring","2023","Bank Transfer"
"PAY-707","STU-2023295","107831.59","2024-08-12","Fall","2024","Demand Draft"
"PAY-708","STU-2023296","119574.12","2023-08-31","Fall","2023","Bank Transfer"
"PAY-709","STU-2023296","87193.92","2023-01-22","Spring","2023","Online Gateway"
"PAY-710","STU-2023296","90636.82","2024-08-23","Fall","2024","Demand Draft"
"PAY-711","STU-2023297","76609.15","2023-08-18","Fall","2023","Demand Draft"
"PAY-712","STU-2023297","85437.97","2023-01-08","Spring","2023","Online Gateway"
"PAY-713","STU-2023297","124323.86","2024-08-07","Fall","2024","Online Gateway"
"PAY-714","STU-2023298","95677.16","2023-08-23","Fall","2023","Bank Transfer"
"PAY-715","STU-2023298","110309.23","2023-01-12","Spring","2023","Online Gateway"
"PAY-716","STU-2023298","85741.85","2024-08-11","Fall","2024","Bank Transfer"
"PAY-717","STU-2023298","78665.94","2024-01-31","Spring","2024","Demand Draft"
"PAY-718","STU-2023299","89013.64","2023-08-22","Fall","2023","Online Gateway"
"PAY-719","STU-2023299","78626.72","2023-01-29","Spring","2023","Bank Transfer"
"PAY-720","STU-2023299","118261.82","2024-08-10","Fall","2024","Online Gateway"
"PAY-721","STU-2023300","113965.27","2023-08-27","Fall","2023","Demand Draft"
